"","X1"
"1418",617
"1419",616
"1420",616
"1421",617
"1422",618
"1423",617
"1424",617
"1425",624
"1426",619
"1427",617
"1428",616
"1429",617
"1430",616
"1431",616
"1432",615
"1433",610
"1434",612
"1435",611
"1436",603
"1437",603
"1438",604
"1439",606
"1440",602
"1441",604
"1442",615
"1443",616
"1444",617
"1445",628
"1446",621
"1447",617
"1448",622
"1449",624
"1450",616
"1451",615
"1452",619
"1453",617
"1454",619
"1455",620
"1456",629
"1457",619
"1458",619
"1459",628
"1460",620
"1461",615
"1462",615
"1463",613
"1464",500
"1465",337
"1466",498
"1467",1100
"1468",871
"1469",377
"1470",416
"1471",469
"1472",3684
"1473",1847
"1474",569
"1475",762
"1476",559
"1477",419
"1478",1144
"1479",573
"1480",577
"1481",572
"1482",256
"1483",318
"1484",581
"1485",584
"1486",589
"1487",597
"1488",603
"1489",603
"1490",613
"1491",345
"1492",295
"1493",3281
"1494",361
"1495",602
"1496",369
"1497",292
"1498",527
"1499",579
"1500",1162
"1501",285
"1502",295
"1503",323
"1504",3083
"1505",569
"1506",578
"1507",573
"1508",579
"1509",581
"1510",577
"1511",581
"1512",581
"1513",583
"1514",583
"1515",584
"1516",584
"1517",586
"1518",591
"1519",586
"1520",590
"1521",594
"1522",588
"1523",593
"1524",590
"1525",592
"1526",589
"1527",588
"1528",592
"1529",586
"1530",583
"1531",583
"1532",583
"1533",581
"1534",579
"1535",577
"1536",582
"1537",579
"1538",574
"1539",580
"1540",581
"1541",585
"1542",588
"1543",587
"1544",591
"1545",588
"1546",595
"1547",586
"1548",588
"1549",589
"1550",585
"1551",583
"1552",575
"1553",583
"1554",580
"1555",582
"1556",579
"1557",576
"1558",580
"1559",579
"1560",574
"1561",585
"1562",587
"1563",588
"1564",589
"1565",595
"1566",589
"1567",598
"1568",586
"1569",585
"1570",593
"1571",586
"1572",585
"1573",586
"1574",587
"1575",591
"1576",584
"1577",587
"1578",672
"1579",505
"1580",589
"1581",590
"1582",595
"1583",595
"1584",595
"1585",593
"1586",596
"1587",588
"1588",593
"1589",588
"1590",587
"1591",590
"1592",590
"1593",586
"1594",593
"1595",592
"1596",596
"1597",589
"1598",596
"1599",594
"1600",590
"1601",596
"1602",589
"1603",600
"1604",597
"1605",607
"1606",610
"1607",295
"1608",314
"1609",608
"1610",614
"1611",607
"1612",612
"1613",604
"1614",609
"1615",603
"1616",608
"1617",607
"1618",604
"1619",602
"1620",610
"1621",599
"1622",602
"1623",598
"1624",597
"1625",596
"1626",601
"1627",603
"1628",608
"1629",602
"1630",612
"1631",607
"1632",613
"1633",608
"1634",615
"1635",615
"1636",621
"1637",611
"1638",616
"1639",615
"1640",614
"1641",608
"1642",610
"1643",611
"1644",609
"1645",612
"1646",606
"1647",613
"1648",612
"1649",611
"1650",609
"1651",606
"1652",609
"1653",610
"1654",609
"1655",606
"1656",610
"1657",613
"1658",607
"1659",612
"1660",607
"1661",608
"1662",601
"1663",601
"1664",600
"1665",604
"1666",600
"1667",609
"1668",606
"1669",614
"1670",607
"1671",615
"1672",614
"1673",625
"1674",613
"1675",618
"1676",614
"1677",615
"1678",612
"1679",606
"1680",611
"1681",604
"1682",830
"1683",251
"1684",421
"1685",306
"1686",247
"1687",357
"1688",1202
"1689",602
"1690",610
"1691",604
"1692",605
"1693",610
"1694",606
"1695",611
"1696",607
"1697",614
"1698",613
"1699",608
"1700",612
"1701",612
"1702",608
"1703",608
"1704",605
"1705",607
"1706",608
"1707",607
"1708",609
"1709",605
"1710",608
"1711",609
"1712",603
"1713",607
"1714",602
"1715",602
"1716",601
"1717",600
"1718",600
"1719",602
"1720",601
"1721",600
"1722",603
"1723",606
"1724",605
"1725",601
"1726",605
"1727",607
"1728",605
"1729",602
"1730",607
"1731",606
"1732",613
"1733",607
"1734",614
"1735",614
"1736",619
"1737",615
"1738",615
"1739",617
"1740",616
"1741",607
"1742",614
"1743",611
"1744",613
"1745",610
"1746",611
"1747",607
"1748",606
"1749",605
"1750",604
"1751",604
"1752",609
"1753",602
"1754",603
"1755",601
"1756",604
"1757",600
"1758",605
"1759",604
"1760",603
"1761",600
"1762",603
"1763",607
"1764",607
"1765",606
"1766",609
"1767",609
"1768",614
"1769",610
"1770",606
"1771",612
"1772",611
"1773",606
"1774",606
"1775",609
"1776",607
"1777",612
"1778",612
"1779",616
"1780",615
"1781",621
"1782",618
"1783",619
"1784",624
"1785",624
"1786",624
"1787",625
"1788",628
"1789",627
"1790",629
"1791",618
"1792",317
"1793",303
"1794",621
"1795",616
"1796",610
"1797",616
"1798",614
"1799",611
"1800",608
"1801",611
"1802",607
"1803",611
"1804",603
"1805",607
"1806",609
"1807",612
"1808",611
"1809",614
"1810",621
"1811",622
"1812",624
"1813",620
"1814",625
"1815",622
"1816",624
"1817",614
"1818",613
"1819",613
"1820",607
"1821",607
"1822",602
"1823",605
"1824",612
"1825",608
"1826",609
"1827",614
"1828",615
"1829",615
"1830",618
"1831",618
"1832",622
"1833",618
"1834",618
"1835",621
"1836",619
"1837",612
"1838",613
"1839",613
"1840",608
"1841",611
"1842",605
"1843",609
"1844",604
"1845",604
"1846",600
"1847",602
"1848",602
"1849",604
"1850",603
"1851",603
"1852",611
"1853",608
"1854",611
"1855",609
"1856",612
"1857",612
"1858",610
"1859",609
"1860",611
"1861",611
"1862",614
"1863",606
"1864",613
"1865",612
"1866",613
"1867",609
"1868",614
"1869",614
"1870",615
"1871",619
"1872",616
"1873",614
"1874",611
"1875",614
"1876",614
"1877",611
"1878",608
"1879",614
"1880",614
"1881",607
"1882",612
"1883",613
"1884",612
"1885",611
"1886",613
"1887",618
"1888",617
"1889",629
"1890",621
"1891",620
"1892",625
"1893",623
"1894",627
"1895",618
"1896",624
"1897",624
"1898",622
"1899",617
"1900",617
"1901",617
"1902",619
"1903",615
"1904",616
"1905",616
"1906",616
"1907",611
"1908",606
"1909",611
"1910",606
"1911",605
"1912",608
"1913",604
"1914",610
"1915",606
"1916",610
"1917",607
"1918",273
"1919",338
"1920",600
"1921",601
"1922",604
"1923",606
"1924",607
"1925",612
"1926",610
"1927",613
"1928",614
"1929",612
"1930",609
"1931",610
"1932",607
"1933",611
"1934",610
"1935",612
"1936",610
"1937",609
"1938",610
"1939",613
"1940",616
"1941",616
"1942",617
"1943",616
"1944",617
"1945",619
"1946",623
"1947",617
"1948",621
"1949",621
"1950",622
"1951",619
"1952",623
"1953",625
"1954",627
"1955",623
"1956",620
"1957",625
"1958",621
"1959",620
"1960",617
"1961",621
"1962",619
"1963",619
"1964",613
"1965",614
"1966",614
"1967",614
"1968",610
"1969",606
"1970",611
"1971",604
"1972",600
"1973",602
"1974",601
"1975",606
"1976",606
"1977",601
"1978",602
"1979",603
"1980",607
"1981",600
"1982",607
"1983",606
"1984",602
"1985",607
"1986",610
"1987",610
"1988",613
"1989",613
"1990",617
"1991",615
"1992",611
"1993",617
"1994",611
"1995",618
"1996",615
"1997",615
"1998",611
"1999",607
"2000",612
"2001",609
"2002",613
"2003",611
"2004",610
"2005",612
"2006",614
"2007",609
"2008",614
"2009",617
"2010",616
"2011",616
"2012",623
"2013",620
"2014",620
"2015",620
"2016",615
"2017",624
"2018",617
"2019",619
"2020",612
"2021",619
"2022",617
"2023",614
"2024",610
"2025",616
"2026",613
"2027",614
"2028",606
"2029",611
"2030",606
"2031",611
"2032",606
"2033",604
"2034",606
"2035",602
"2036",606
"2037",610
"2038",611
"2039",611
"2040",613
"2041",616
"2042",616
"2043",617
"2044",613
"2045",616
"2046",611
"2047",615
"2048",616
"2049",617
"2050",620
"2051",617
"2052",613
"2053",614
"2054",617
"2055",617
"2056",616
"2057",614
"2058",617
"2059",617
"2060",616
"2061",612
"2062",615
"2063",612
"2064",615
"2065",613
"2066",616
"2067",620
"2068",628
"2069",620
"2070",629
"2071",625
"2072",627
"2073",619
"2074",626
"2075",619
"2076",619
"2077",618
"2078",614
"2079",618
"2080",616
"2081",612
"2082",605
"2083",613
"2084",614
"2085",613
"2086",610
"2087",620
"2088",617
"2089",624
"2090",619
"2091",617
"2092",620
"2093",625
"2094",619
"2095",623
"2096",629
"2097",630
"2098",627
"2099",628
"2100",630
"2101",630
"2102",623
"2103",625
"2104",624
"2105",620
"2106",622
"2107",613
"2108",622
"2109",619
"2110",621
"2111",617
"2112",621
"2113",629
"2114",631
"2115",634
"2116",629
"2117",628
"2118",632
"2119",630
"2120",629
"2121",624
"2122",628
"2123",631
"2124",625
"2125",628
"2126",625
"2127",622
"2128",619
"2129",618
"2130",620
"2131",627
"2132",619
"2133",620
"2134",627
"2135",624
"2136",626
"2137",623
"2138",633
"2139",634
"2140",636
"2141",632
"2142",635
"2143",631
"2144",632
"2145",627
"2146",620
"2147",619
"2148",616
"2149",612
"2150",605
"2151",605
"2152",612
"2153",614
"2154",619
"2155",616
"2156",620
"2157",629
"2158",628
"2159",632
"2160",627
"2161",632
"2162",631
"2163",634
"2164",627
"2165",631
"2166",633
"2167",638
"2168",628
"2169",630
"2170",631
"2171",621
"2172",614
"2173",617
"2174",617
"2175",626
"2176",630
"2177",631
"2178",641
"2179",644
"2180",647
"2181",646
"2182",649
"2183",648
"2184",647
"2185",638
"2186",642
"2187",639
"2188",640
"2189",630
"2190",634
"2191",635
"2192",639
"2193",637
"2194",638
"2195",645
"2196",643
"2197",640
"2198",641
"2199",648
"2200",650
"2201",644
"2202",648
"2203",650
"2204",646
"2205",641
"2206",646
"2207",642
"2208",641
"2209",638
"2210",635
"2211",638
"2212",640
"2213",632
"2214",632
"2215",632
"2216",633
"2217",628
"2218",630
"2219",633
"2220",635
"2221",632
"2222",635
"2223",643
"2224",641
"2225",641
"2226",637
"2227",643
"2228",647
"2229",642
"2230",639
"2231",641
"2232",639
"2233",640
"2234",631
"2235",634
"2236",636
"2237",637
"2238",632
"2239",633
"2240",634
"2241",632
"2242",623
"2243",628
"2244",625
"2245",628
"2246",627
"2247",630
"2248",625
"2249",627
"2250",621
"2251",629
"2252",618
"2253",619
"2254",617
"2255",617
"2256",622
"2257",630
"2258",636
"2259",641
"2260",640
"2261",647
"2262",640
"2263",643
"2264",639
"2265",643
"2266",637
"2267",636
"2268",635
"2269",635
"2270",633
"2271",631
"2272",629
"2273",626
"2274",618
"2275",620
"2276",619
"2277",619
"2278",619
"2279",626
"2280",625
"2281",632
"2282",632
"2283",635
"2284",640
"2285",642
"2286",647
"2287",644
"2288",644
"2289",648
"2290",651
"2291",645
"2292",650
"2293",651
"2294",650
"2295",648
"2296",642
"2297",646
"2298",648
"2299",645
"2300",638
"2301",645
"2302",644
"2303",644
"2304",637
"2305",637
"2306",638
"2307",633
"2308",635
"2309",623
"2310",630
"2311",628
"2312",627
"2313",625
"2314",626
"2315",629
"2316",634
"2317",634
"2318",631
"2319",636
"2320",637
"2321",639
"2322",634
"2323",637
"2324",636
"2325",632
"2326",631
"2327",631
"2328",631
"2329",626
"2330",628
"2331",631
"2332",632
"2333",634
"2334",626
"2335",633
"2336",636
"2337",638
"2338",632
"2339",633
"2340",632
"2341",634
"2342",624
"2343",630
"2344",631
"2345",631
"2346",626
"2347",630
"2348",634
"2349",637
"2350",644
"2351",635
"2352",645
"2353",639
"2354",643
"2355",634
"2356",636
"2357",636
"2358",642
"2359",632
"2360",636
"2361",637
"2362",643
"2363",633
"2364",634
"2365",632
"2366",635
"2367",631
"2368",634
"2369",636
"2370",635
"2371",644
"2372",636
"2373",638
"2374",643
"2375",635
"2376",631
"2377",633
"2378",625
"2379",635
"2380",630
"2381",632
"2382",635
"2383",642
"2384",641
"2385",643
"2386",646
"2387",643
"2388",650
"2389",646
"2390",647
"2391",647
"2392",651
"2393",640
"2394",647
"2395",648
"2396",650
"2397",647
"2398",640
"2399",648
"2400",466
"2401",270
"2402",3068
"2403",244
"2404",376
"2405",623
"2406",621
"2407",627
"2408",617
"2409",620
"2410",628
"2411",624
"2412",628
"2413",623
"2414",631
"2415",636
"2416",646
"2417",635
"2418",645
"2419",640
"2420",647
"2421",646
"2422",637
"2423",645
"2424",641
"2425",645
"2426",635
"2427",635
"2428",633
"2429",631
"2430",622
"2431",627
"2432",621
"2433",623
"2434",619
"2435",616
"2436",613
"2437",612
"2438",614
"2439",617
"2440",621
"2441",619
"2442",621
"2443",625
"2444",628
"2445",630
"2446",624
"2447",627
"2448",629
"2449",629
"2450",627
"2451",628
"2452",624
"2453",629
"2454",622
"2455",628
"2456",622
"2457",629
"2458",631
"2459",631
"2460",687
"2461",338
"2462",2055
"2463",3326
"2464",661
"2465",657
"2466",655
"2467",654
"2468",653
"2469",651
"2470",648
"2471",641
"2472",642
"2473",637
"2474",640
"2475",637
"2476",635
"2477",635
